id,time,latitude,longitude,depth,magnitude,place,type,julian_date,moon_ra,moon_dec,moon_distance_au,moon_altitude,A_norm,tau_raw,sigma_raw,strike1,dip1,rake1,strike2,dip2,rake2,final_cfs_optimal
us1000c2zy,2018-01-10 02:51:33.290000+00:00,17.4825,-83.52,19.0,7.5,"203 km NNE of Barra Patuca, Honduras",earthquake,2458128.619135301,212.80712,-7.77159,0.0026431241542,-54.27380152264457,0.6884307765394551,0.40198331878848237,-0.5588795447164929,167.44,75.19,-171.89,75.36,82.16,-14.96,-0.6501547904712135
us2000cjfy,2018-01-14 09:18:45.540000+00:00,-15.7675,-74.7092,39.0,7.1,"37 km W of Atiquipa, Peru",earthquake,2458132.888027083,264.3331,-19.29717,0.0027156540661,8.094759229922477,0.6644153339670333,0.6577954594443822,0.09355677177456818,313.58,38.7,92.41,130.5,51.34,88.07,0.436552370508693
us2000cmy3,2018-01-23 09:31:40.890000+00:00,56.0039,-149.1658,14.06,7.9,"261 km SE of Chiniak, Alaska",earthquake,2458141.8970010416,14.88631,1.41057,0.00258065276391,-5.978738587706456,0.7652418172058247,0.7610793727175249,-0.07970713408705438,258.51,73.9,10.43,165.59,79.98,163.65,-0.16685575137630002
us2000d3km,2018-02-16 23:39:39.280000+00:00,16.3855,-97.9787,22.0,7.2,"4 km S of Pinotepa de Don Luis, Mexico",earthquake,2458166.4858712964,342.96227,-9.73228,0.00264221938557,23.76028598867154,0.7307522291326929,0.668813057473659,0.2944281143762187,296.59,12.25,91.02,115.55,77.75,89.78,0.7743828418346274
us2000d7q6,2018-02-25 17:44:44.140000+00:00,-6.0699,142.7536,25.21,7.5,"32 km SW of Tari, Papua New Guinea",earthquake,2458175.2393997684,99.08502,20.06726,0.00244724112177,-17.204974968469003,0.8882512042791694,0.8485043454576465,-0.26273670783292846,292.72,30.02,77.36,127.24,60.78,97.21,0.3424306332576676
us1000gjaz,2018-08-29 03:51:56.100000+00:00,-22.0295,170.1262,21.43,7.1,"238 km ESE of Tadine, New Caledonia",earthquake,2458359.6610659724,6.92391,-1.93657,0.00264304432434,-60.66286151824072,0.686498420595162,0.3363482634774575,-0.598456286737261,316.18,23.85,90.41,135.73,66.16,89.82,-0.20769650513609889
us1000h3p4,2018-09-28 10:02:45.250000+00:00,-0.2559,119.8462,20.0,7.5,"72 km N of Palu, Indonesia",earthquake,2458389.9185792822,43.48841,11.41113,0.00256330160379,-36.07389211476689,0.7622807015287547,0.6161196873686742,-0.44885231286014066,349.72,67.43,-17.29,86.54,74.07,-156.47,-0.47448394051932197
us1000haa3,2018-10-10 20:48:20.100000+00:00,-5.7012,151.2046,39.0,7.0,"119 km E of Kimbe, Papua New Guinea",earthquake,2458402.366899305,218.46575,-9.83596,0.00253908407999,-5.865088990163137,0.8034860592174086,0.7992800227811633,-0.08210537460887721,243.73,34.07,70.43,86.95,58.14,102.77,0.4097814556596605
ak018fcnsk91,2018-11-30 17:29:29.330000+00:00,61.3464,-149.9552,46.7,7.1,"1 km SE of Point MacKenzie, Alaska",earthquake,2458453.2288116897,170.00824,8.56654,0.00249633213908,35.626826698052795,0.875421824543999,0.7115674703231888,0.50993637452706,6.16,27.83,-92.86,189.39,62.21,-88.49,0.9148329960239132
us1000i2gt,2018-12-05 04:18:08.420000+00:00,-21.9496,169.4266,10.0,7.5,"166 km ESE of Tadine, New Caledonia",earthquake,2458457.6792641203,226.50313,-12.43964,0.00258679245795,11.821424172188799,0.7714922283614711,0.7551295375836763,0.15804948557591547,298.01,43.15,-111.37,146.22,50.44,-71.14,0.4985548935394577
us2000ivfw,2018-12-20 17:01:55.150000+00:00,55.0999,164.6993,16.56,7.3,"187 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake,2458473.209666088,59.96521,16.16749,0.00248542155558,12.756574097147945,0.8708525929081598,0.8493573308192348,0.1922923897570831,336.37,53.3,-154.49,230.46,69.8,-39.55,0.4353425529782793
us2000iyta,2018-12-29 03:39:09.740000+00:00,5.8983,126.9209,60.21,7.0,"96 km ESE of Pondaguitan, Philippines",earthquake,2458481.6521960646,185.54908,2.89664,0.00250441425195,-4.126749388784896,0.8385704037674722,0.8363962377381927,-0.060346131376732434,28.19,41.65,123.87,166.26,56.51,63.64,0.34448884082176867
us70003kyy,2019-05-14 12:58:25.939000+00:00,-4.051,152.5967,10.0,7.6,"48 km NE of Kokopo, Papua New Guinea",earthquake,2458618.040577997,178.41855,5.81189,0.00246778867112,47.71074769431672,0.9140166929725452,0.6150178486353485,0.6761505460268559,319.39,72.42,6.33,227.47,83.96,162.32,0.6775013245632422
us6000417i,2019-06-15 22:55:04.130000+00:00,-30.6441,-178.0995,46.0,7.3,"Kermadec Islands, New Zealand",earthquake,2458650.454908912,246.17358,-18.21417,0.00257039371699,-41.70785106062073,0.7532176106677961,0.5623123632965675,-0.5011402748771374,199.9,36.54,93.6,15.42,53.54,87.33,-0.14155720385143833
us70004jyv,2019-07-14 09:10:51.523000+00:00,-0.5858,128.034,18.98,7.2,"155 km SSE of Sofifi, Indonesia",earthquake,2458678.8825407755,261.85945,-20.98502,0.00261384795562,23.11115040652943,0.7545804175989976,0.6940216617633409,0.29618497535683425,35.36,78.98,-169.68,303.37,79.87,-11.19,0.17354364644542977
us60006bjl,2019-11-14 16:17:40.578000+00:00,1.6213,126.4156,33.0,7.1,"141 km NW of Ternate, Indonesia",earthquake,2458802.178941875,75.70328,20.82675,0.00258587129694,67.27774771804273,0.8000577819707452,0.3090337626986982,0.7379638121237606,24.84,41.65,75.78,223.57,49.89,102.32,0.8597678100065078
us60007idc,2020-01-28 19:10:24.918000+00:00,19.4193,-78.756,14.86,7.7,"123 km NNW of Lucea, Jamaica",earthquake,2458877.2988995137,354.14937,-7.96674,0.00270580403608,56.95621628482364,0.6942424811152006,0.37855637543403786,0.5819516244527834,165.66,85.62,-176.24,75.37,86.25,-4.39,0.47596011347127165
us70008fi4,2020-03-25 02:49:21.160000+00:00,48.9638,157.6955,57.8,7.5,"221 km SSE of Severo-Kuril’sk, Russia",earthquake,2458933.6176060187,13.42345,0.409,0.00271810370527,40.203919107017825,0.6784436780648442,0.5181626323499864,0.4379421317277966,23.37,42.94,91.82,200.88,47.09,88.31,0.6647159289305278
us6000ae4n,2020-06-18 12:49:53.844000+00:00,-33.2927,-177.8571,10.0,7.4,south of the Kermadec Islands,earthquake,2459019.034650972,53.92065,16.31939,0.00266120205331,-44.695313625876445,0.6781639835185119,0.48207761755685674,-0.4769775248294216,211.39,78.48,6.05,120.18,84.08,168.42,-0.5981424705267059
us6000ah9t,2020-06-23 15:29:04.350000+00:00,15.8861,-96.0077,20.0,7.4,"9 km SE of Santa María Xadani, Mexico",earthquake,2459024.145189236,124.28256,22.62505,0.0025378973965,17.6895200812554,0.821166067113666,0.7823389341467778,0.24951854018691588,270.87,16.96,69.96,111.74,74.09,95.97,0.8252816001911257
us7000asvb,2020-07-22 06:12:44.810000+00:00,55.0715,-158.596,28.0,7.8,"2020 Perryville, Alaska Earthquake",earthquake,2459052.758851968,143.16835,18.8228,0.00248768807904,13.419008570682665,0.8689411632255735,0.8452181479526542,0.2016557153152321,231.8,20.03,73.23,69.59,70.85,96.01,0.8231476273839543
us6000c9hg,2020-10-19 20:54:38.950000+00:00,54.602,-159.6258,28.37,7.6,"2020 Sand Point, Alaska Earthquake",earthquake,2459142.3712841435,248.1401,-20.89251,0.00243690182561,-4.885761049845522,0.9095888006422349,0.9062838033164963,-0.07746905253045078,349.62,48.77,173.04,84.22,84.77,41.44,0.2459954677835321
us7000c7y0,2020-10-30 11:51:27.348000+00:00,37.8973,26.7838,21.0,7.0,"13 km NNE of Néon Karlovásion, Greece",earthquake,2459152.994066528,24.75335,5.75076,0.00271645520722,-34.00142076765661,0.6423699869564213,0.5325399471793498,-0.35922194365128673,275.93,29.48,-87.78,93.37,60.55,-91.26,0.05689608332638721
us6000dg77,2021-02-10 13:19:55.530000+00:00,-23.0511,171.6566,10.0,7.7,southeast of the Loyalty Islands,earthquake,2459256.05550382,309.87736,-22.33899,0.00254704445213,-40.480188070981015,0.7743910171438912,0.5890254176490078,-0.5027230895797034,246.21,16.87,65.25,91.92,74.72,97.24,0.15697643293095292
us6000dher,2021-02-13 14:07:49.797000+00:00,37.7265,141.7751,43.98,7.1,"73 km ENE of Namie, Japan",earthquake,2459259.0887707984,349.30169,-10.07281,0.00262462776513,-50.619421334237586,0.7043175963671405,0.44686736140075956,-0.5444013573340071,30.04,43.14,107.24,187.0,49.23,74.48,-0.32730094516514624
us7000dffl,2021-03-04 13:27:34.647000+00:00,-37.4787,179.4576,10.0,7.3,"182 km NE of Gisborne, New Zealand",earthquake,2459278.060817674,232.31655,-17.08352,0.00246124191321,42.07740682701086,0.9180791414090902,0.6814351991097666,0.6152360354406144,301.83,52.79,152.48,49.32,68.41,40.57,0.8338168573464555
us7000dfk3,2021-03-04 17:41:23.370000+00:00,-29.6768,-177.8398,43.0,7.4,"Kermadec Islands, New Zealand",earthquake,2459278.2370760418,234.82136,-17.87871,0.00246388379238,71.61129454007353,0.9281768351920648,0.2928045039068478,0.8807824702382663,196.4,32.84,81.9,26.01,57.53,95.19,0.9906160726038316
us7000dflf,2021-03-04 19:28:33.178000+00:00,-29.7228,-177.2794,28.93,8.1,"2021 Kermadec Islands, New Zealand Earthquake",earthquake,2459278.3114951155,235.88374,-18.20434,0.00246503787335,50.04145285294366,0.9182532909140706,0.5897327650034998,0.7038496800850644,200.89,15.57,97.7,12.9,74.57,87.86,0.9649065401160932
us7000dl6y,2021-03-20 09:09:43.966000+00:00,38.4515,141.6477,43.0,7.0,"30 km E of Ishinomaki, Japan",earthquake,2459293.881758866,74.93379,22.9632,0.00269100415631,65.34639262712346,0.7081114011037342,0.2953754392796604,0.6435643761454181,190.38,23.64,80.67,20.54,66.69,94.06,0.7170969227941728
us7000e54r,2021-05-21 18:04:13.565000+00:00,34.5983,98.2513,10.0,7.3,"Southern Qinghai, China",earthquake,2459356.25293478,177.71317,6.56334,0.0024890382383,18.409513468806956,0.8713387573331935,0.8267467658969239,0.275174517551918,199.68,53.21,-151.4,91.59,67.46,-40.43,0.5165785380948629
ak0219neiszm,2021-07-29 06:15:49.188000+00:00,55.3635,-157.8876,35.0,8.2,"2021 Chignik, Alaska Earthquake",earthquake,2459424.7609859724,11.2425,0.1079,0.00263661511163,-21.296686593888463,0.7086889750709664,0.660294187317288,-0.2573939579363493,238.78,14.36,94.53,54.11,75.68,88.84,0.4105814900095204
us6000f48v,2021-08-11 17:46:13.143000+00:00,6.4748,126.7151,55.14,7.1,"60 km ENE of Pondaguitan, Philippines",earthquake,2459438.240429896,180.37163,4.97581,0.00252219987261,-76.92110043934527,0.784560655268532,0.17754027356782587,-0.7642086580619523,31.11,50.25,130.04,158.39,53.94,52.28,-0.7240954937342877
us6000f4ly,2021-08-12 18:32:52.464000+00:00,-57.5674,-25.0316,47.23,7.5,South Sandwich Islands region,earthquake,2459439.2728294446,193.19604,-1.17472,0.00250502588357,30.437467704364227,0.8629441304484732,0.7440153896421717,0.43716549755336226,105.99,26.38,56.03,322.93,68.38,105.49,0.8852049660680036
us6000f53e,2021-08-12 18:35:17.231000+00:00,-58.3753,-25.2637,22.79,8.1,2021 South Sandwich Islands Earthquake,earthquake,2459439.2745049885,193.21694,-1.1848,0.00250500055163,29.62626597517136,0.8625204249605556,0.7497617510586524,0.4263787050540878,4.12,77.62,66.2,248.19,26.66,151.45,0.8792182763206929
us6000f65h,2021-08-14 12:29:08.454000+00:00,18.4335,-73.4822,10.0,7.2,"Nippes, Haiti",earthquake,2459441.020236736,215.49354,-11.4245,0.00248304365769,-50.34570117375489,0.8300344265768351,0.529689717770233,-0.6390508212898458,266.08,50.61,33.8,153.06,64.53,135.34,-0.4837106545734202
us6000f9sq,2021-08-22 21:33:18.983000+00:00,-60.2845,-24.8743,6.0,7.1,South Sandwich Islands region,earthquake,2459449.3981363773,338.43717,-14.44282,0.00254569790687,21.950657527149346,0.816503667311108,0.7573121465051305,0.30521558198801135,29.06,15.82,-84.45,203.3,74.25,-91.57,0.8467137992795117
us7000f93v,2021-09-08 01:47:47.437000+00:00,16.9465,-99.753,20.0,7.0,"Acapulco, Mexico",earthquake,2459465.574854595,180.73046,4.68406,0.00249616268981,-3.0230110506768346,0.8477207461432363,0.8465410877278327,-0.044706266118108996,274.68,21.02,75.77,109.89,69.66,95.4,0.6360202446980991
us6000gc2a,2021-12-14 03:20:23.809000+00:00,-7.6033,122.2274,14.27,7.3,Flores Sea,earthquake,2459562.639164456,26.378,7.73208,0.00267684563515,-42.458874416355094,0.6673781952721765,0.49236631871664815,-0.4505208804463599,20.52,86.89,0.6,290.49,89.4,176.89,-0.629578294517522
us6000h519,2022-03-16 14:36:30.997000+00:00,37.7132,141.5793,41.0,7.3,"57 km ENE of Namie, Japan",earthquake,2459655.1086920947,158.60339,14.34922,0.00259383436459,62.13964716716162,0.7910758808553884,0.36968412489606284,0.6993816533702903,184.47,40.42,80.16,17.3,50.3,98.28,0.8520139311536469
us7000gymk,2022-03-31 05:44:01.146000+00:00,-22.586,170.3744,10.0,7.0,southeast of the Loyalty Islands,earthquake,2459669.738902153,359.4843,-4.83733,0.00255658665431,5.281813377838808,0.7947840121309196,0.7914093337549634,0.07316346345305651,292.62,25.37,77.81,126.07,65.24,95.72,0.6372408631285831
us6000i5rd,2022-07-27 00:43:26.871000+00:00,17.5207,120.8181,33.729,7.0,"11 km NE of Bantay, Philippines",earthquake,2459787.530172118,106.66665,26.72131,0.00271476186689,59.80703590260031,0.6880146250229034,0.3460120565302352,0.5946761984316539,359.55,35.4,39.91,235.27,68.18,118.59,0.7402483019460884
us7000i9bw,2022-09-19 18:05:08.217000+00:00,18.4552,-102.9561,26.943,7.6,"35 km SSW of Aguililla, Mexico",earthquake,2459842.2535673263,108.54927,26.92467,0.00270395496084,35.48002300409151,0.6871877783449049,0.5595893355657116,0.3988568894073808,287.38,17.67,85.5,112.1,72.38,91.43,0.7383287365528112
us7000ip0l,2022-11-11 10:48:46.710000+00:00,-19.2881,-172.1471,37.0,7.3,"205 km ESE of Neiafu, Tonga",earthquake,2459894.950540625,82.01576,26.62223,0.00267822880351,27.963180141010408,0.7036716786266701,0.6215173810545103,0.3299545064829671,187.66,39.73,66.57,37.06,54.1,108.29,0.6314848071508458
us7000irfb,2022-11-22 02:03:06.891000+00:00,-9.8198,159.6033,14.0,7.0,"18 km SW of Malango, Solomon Islands",earthquake,2459905.585496424,212.72899,-12.37707,0.00250085048458,51.65803272589635,0.8797550410465496,0.54575928457232,0.6900114024781948,29.17,14.4,-159.29,279.06,84.96,-76.5,0.9132555551021906
us7000j2yw,2023-01-08 12:32:42.372000+00:00,-14.9467,166.8791,29.0,7.0,"23 km WNW of Port-Olry, Vanuatu",earthquake,2459953.022712639,128.20366,23.96502,0.00271688449776,43.11026908325262,0.6806573703864988,0.4969069720457747,0.46516439781410934,341.43,32.2,104.18,144.81,58.89,81.23,0.7198859551096645
us7000j553,2023-01-18 06:06:11.454000+00:00,2.7306,127.0221,29.708,7.0,"156 km NW of Tobelo, Indonesia",earthquake,2459962.754299236,244.83677,-23.77387,0.00246196946636,-2.8104605770844904,0.883697031767969,0.8826341228506068,-0.04332954113833479,39.56,77.7,-169.15,307.22,79.4,-12.52,-0.20294875726620212
us6000jllz,2023-02-06 01:17:34.342000+00:00,37.2256,37.0143,10.0,7.8,"Pazarcik earthquake, Kahramanmaras earthquake sequence",earthquake,2459981.553869699,143.77505,19.51437,0.00271089978899,43.88487127854846,0.6855634298742214,0.4941089940959866,0.4752404847383678,317.63,88.71,-179.18,227.61,89.18,-1.29,0.29292993671904755
us6000jlqa,2023-02-06 10:24:48.811000+00:00,38.0106,37.1962,7.432,7.5,"Elbistan earthquake, Kahramanmaras earthquake sequence",earthquake,2459981.933898276,148.24605,17.92398,0.00270784668813,-34.901320265337525,0.6480063630201174,0.531455090788208,-0.3707664129743387,277.2,77.87,3.5,186.46,86.57,167.85,-0.4898130393593013
us7000jkbd,2023-03-16 00:56:00.149000+00:00,-30.1741,-176.2047,10.0,7.0,Kermadec Islands region,earthquake,2460019.538890613,278.1328,-27.83588,0.00247526198031,10.50920278713518,0.879913117579499,0.8651531244539677,0.16049039141335092,111.4,24.3,175.16,205.81,88.01,65.77,0.7706469071025884
us6000k1id,2023-04-02 18:04:11.261000+00:00,-4.3229,143.1658,70.0,7.0,"40 km ESE of Ambunti, Papua New Guinea",earthquake,2460037.2529081134,156.87498,14.56349,0.00268801862658,0.10026360493681037,0.6806990314603635,0.6806979892235905,0.0011911750659194557,157.26,53.07,-164.24,57.63,77.46,-37.99,0.19257640643338564
us6000k6mg,2023-04-24 00:41:55.894000+00:00,-29.9574,-177.8386,46.755,7.1,"Kermadec Islands, New Zealand",earthquake,2460058.529119144,79.0307,26.89952,0.00263140409679,23.174654479085802,0.7395161270537858,0.6798442117722774,0.29102568596665457,176.04,26.65,71.57,16.49,64.82,99.02,0.7202246371441914
us7000jvl3,2023-04-24 20:00:57.265000+00:00,-0.8082,98.5112,34.0,7.1,"171 km SSE of Teluk Dalam, Indonesia",earthquake,2460059.3339961227,90.24328,27.84326,0.00265411854249,-57.75628468814192,0.6789705295590861,0.3622455424733791,-0.5742640045901476,312.86,7.45,89.79,133.07,82.55,90.03,0.03817383770051688
us6000kd0n,2023-05-19 02:57:03.172000+00:00,-23.2063,170.7423,18.053,7.7,southeast of the Loyalty Islands,earthquake,2460083.6229533795,48.18702,19.5302,0.002572694483,29.217976757244912,0.7954354281973998,0.6942313566496209,0.3882786935643103,260.23,39.19,-89.85,80.03,50.81,-90.13,0.728320969792815
us6000kdce,2023-05-20 01:50:59.158000+00:00,-23.0421,170.5603,27.309,7.1,southeast of the Loyalty Islands,earthquake,2460084.577073588,60.92887,23.40621,0.00259714878347,40.690326217475345,0.7792109676655041,0.5908323723383624,0.5080224797459597,92.85,30.73,-92.07,275.27,59.29,-88.77,0.8213773805566882
us7000kg30,2023-07-16 06:48:21.158000+00:00,54.3926,-160.762,25.0,7.2,"2023 Sand Point, Alaska Earthquake",earthquake,2460141.783578217,97.44426,27.85453,0.00267888551965,-0.8571977996105481,0.6870604187658598,0.6869835280925842,-0.010278675215427111,255.04,21.71,105.0,58.95,69.06,84.12,0.5289838874062263
us7000l9h4,2023-11-08 04:53:49.631000+00:00,-6.416,129.5466,6.0,7.1,Banda Sea,earthquake,2460256.704046655,168.48503,8.49859,0.00269729945743,6.672890777432247,0.6773669216822071,0.6727782624226653,0.07871058506178644,140.23,70.6,-178.46,49.72,88.54,-19.41,0.054338354857123294
us7000lff4,2023-12-02 14:37:04.454000+00:00,8.5266,126.4161,40.0,7.6,"19 km E of Gamut, Philippines",earthquake,2460281.109079329,135.03527,22.13515,0.00268277464891,12.896246686197234,0.6919115831082647,0.6744586785069753,0.15442515930381867,163.74,16.3,63.11,11.58,75.51,97.53,0.6742590050916774
us7000lgwp,2023-12-07 12:56:30.184000+00:00,-20.6152,169.3089,48.0,7.1,"118 km S of Isangel, Vanuatu",earthquake,2460286.0392382406,189.5369,-2.8031,0.00267007752023,-18.753811654509736,0.6839156563653311,0.6476057147216265,-0.21988056594777314,334.28,41.8,88.61,156.14,48.21,91.24,0.09799061220469513
us6000m0xl,2024-01-01 07:10:09.476000+00:00,37.4874,137.271,10.0,7.5,"2024 Noto Peninsula, Japan Earthquake",earthquake,2460310.798720787,162.05606,11.21811,0.00270594792602,-42.013455545911626,0.6464084131233729,0.48027347683047744,-0.43264445450027667,49.23,41.32,102.5,212.78,49.86,79.22,-0.18177304937883138
us7000lsze,2024-01-22 18:09:04.340000+00:00,41.2555,78.6538,13.0,7.0,"128 km WNW of Aykol, China",earthquake,2460332.2563002314,87.40983,28.0915,0.0026231672267,65.53528081597997,0.7655438602253075,0.3170368533586085,0.6968106166966297,235.43,44.78,41.97,112.88,61.9,126.42,0.8243785407510521
us7000m9g4,2024-04-02 23:58:12.173000+00:00,23.8356,121.5976,40.0,7.4,"15 km S of Hualien City, Taiwan",earthquake,2460403.498752002,297.28143,-26.38895,0.00250416722533,36.92312289655542,0.8680174872884555,0.6939298803108599,0.5214553475133988,19.42,53.76,72.84,227.0,39.59,111.93,0.8509221849802554
us6000n8tq,2024-06-28 05:36:36.902000+00:00,-15.8277,-74.454,24.0,7.2,"10 km WSW of Atiquipa, Peru",earthquake,2460489.73376044,358.39183,-1.97692,0.00246940845414,16.68375829302623,0.891052679399691,0.8535428498991745,0.255811416577454,163.72,76.6,99.02,309.31,16.1,56.65,0.8946377664402095
us6000nith,2024-08-08 07:42:55.206000+00:00,31.7599,131.5021,24.0,7.1,"2024 Hyuganada Sea, Japan Earthquake",earthquake,2460530.821472292,179.17726,1.19149,0.00270754403389,50.676974572952616,0.6907428305762016,0.43771807058934875,0.5343487144851767,202.65,18.41,75.81,37.58,72.17,94.67,0.7315765866482883
us7000n7n8,2024-08-17 19:10:26.820000+00:00,52.9308,160.1331,29.0,7.0,"102 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,2460540.298921528,301.28205,-25.25077,0.00247076577784,-34.20315147886961,0.8515159855331824,0.7042460032268651,-0.4786617182912513,41.75,65.13,93.8,212.76,25.14,81.86,0.14118183896253816
nc75095651,2024-12-05 18:44:21.110000+00:00,40.374,-125.021666666667,10.0,7.0,"2024 Offshore Cape Mendocino, California Earthquake",earthquake,2460650.2807998843,311.20011,-22.38455,0.00255035218509,-8.336645261471507,0.7912493865223479,0.7828884594096367,-0.11472249908016094,189.47,88.88,-6.25,279.59,83.75,-178.87,-0.34509989347267045
us7000nzf3,2024-12-17 01:47:25.741000+00:00,-17.6914,168.0842,54.372,7.3,"24 km WNW of Port-Vila, Vanuatu",earthquake,2460661.574603484,109.47538,27.11005,0.00252528737692,-77.83778808259753,0.7816223638760145,0.16467229255437685,-0.7640788936857335,155.13,18.91,173.34,251.44,87.85,71.21,-0.4023231171718516
